age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;target
57;management;married;tertiary;no;10583;no;no;cellular;25;mar;272;1;178;6;success;yes
51;blue-collar;married;primary;no;480;yes;no;cellular;12;may;189;1;326;5;failure;no
32;admin.;married;secondary;no;305;yes;no;unknown;30;may;200;3;-1;0;unknown;no
36;admin.;divorced;secondary;no;-811;yes;no;cellular;12;may;365;2;-1;0;unknown;yes
47;blue-collar;married;primary;no;214;yes;yes;unknown;9;jun;168;1;-1;0;unknown;no
60;retired;divorced;secondary;no;496;yes;no;cellular;15;may;655;2;-1;0;unknown;yes
46;blue-collar;married;secondary;no;190;no;yes;cellular;10;jul;154;1;-1;0;unknown;no
31;blue-collar;married;secondary;no;136;no;no;cellular;12;may;228;2;267;1;failure;yes
48;blue-collar;married;primary;no;363;yes;no;unknown;18;jun;257;6;-1;0;unknown;no
47;blue-collar;married;primary;no;673;no;yes;cellular;14;aug;106;6;-1;0;unknown;no
46;management;married;tertiary;no;4;no;no;cellular;8;aug;1206;4;-1;0;unknown;yes
54;housemaid;married;tertiary;no;2473;no;no;cellular;5;mar;607;2;-1;0;unknown;yes
42;technician;married;secondary;no;994;yes;no;cellular;12;nov;227;3;93;6;success;yes
54;technician;married;secondary;no;0;no;no;telephone;30;apr;766;3;84;3;success;yes
33;services;married;secondary;no;386;no;no;cellular;12;nov;253;1;92;4;failure;yes
43;management;single;tertiary;no;2081;no;no;cellular;22;oct;554;3;-1;0;unknown;yes
27;management;single;secondary;no;924;yes;no;cellular;3;feb;84;1;-1;0;unknown;no
55;management;divorced;tertiary;no;2383;no;no;cellular;5;aug;1019;2;63;2;success;yes
23;student;single;secondary;no;431;no;no;cellular;13;aug;496;2;-1;0;unknown;yes
39;technician;married;secondary;no;3825;no;yes;cellular;25;aug;94;6;-1;0;unknown;no
27;student;single;secondary;no;213;no;no;cellular;27;mar;378;1;-1;0;unknown;yes
20;student;single;secondary;no;53;no;no;cellular;11;aug;203;1;-1;0;unknown;no
36;services;married;secondary;no;4721;no;no;cellular;9;jun;150;1;92;5;success;yes
58;retired;married;primary;no;3260;no;no;telephone;27;oct;27;1;-1;0;unknown;no
37;management;single;tertiary;no;146;yes;no;cellular;17;apr;135;1;336;3;failure;no
30;management;single;tertiary;no;1636;no;no;unknown;6;jun;301;2;-1;0;unknown;no
30;management;single;tertiary;no;188;no;no;cellular;28;jan;66;1;-1;0;unknown;no
27;management;single;tertiary;no;450;yes;no;unknown;3;jun;49;1;-1;0;unknown;no
38;technician;married;secondary;no;557;yes;no;cellular;16;nov;1556;4;-1;0;unknown;yes
30;blue-collar;single;secondary;no;-42;no;no;cellular;7;jul;86;2;-1;0;unknown;no
59;technician;married;secondary;no;10925;no;no;cellular;21;apr;100;1;-1;0;unknown;yes
38;blue-collar;married;primary;no;2472;yes;no;unknown;3;jun;176;2;-1;0;unknown;no
31;management;divorced;tertiary;no;71;no;no;cellular;12;mar;119;1;-1;0;unknown;yes
59;unemployed;married;secondary;no;957;no;no;cellular;8;mar;301;1;89;2;success;yes
36;technician;married;tertiary;no;911;yes;yes;cellular;25;may;117;2;21;3;failure;yes
30;admin.;divorced;secondary;no;10;yes;no;cellular;18;jul;658;2;-1;0;unknown;yes
33;services;single;secondary;no;1646;yes;no;telephone;7;may;317;2;-1;0;unknown;no
31;technician;single;secondary;no;846;no;no;cellular;26;may;405;3;205;2;failure;yes
45;admin.;divorced;secondary;no;0;no;no;cellular;29;oct;264;1;-1;0;unknown;yes
58;management;married;tertiary;no;473;no;no;cellular;18;feb;1109;1;262;1;success;yes
42;management;divorced;secondary;no;830;yes;no;unknown;19;may;112;1;-1;0;unknown;no
34;unemployed;single;tertiary;no;906;yes;no;unknown;27;may;101;3;-1;0;unknown;no
32;admin.;single;secondary;no;10218;yes;no;cellular;19;nov;149;2;-1;0;unknown;no
38;management;married;tertiary;no;0;no;no;cellular;5;feb;214;2;-1;0;unknown;no
41;retired;divorced;primary;no;-233;yes;no;unknown;15;may;1156;2;-1;0;unknown;yes
41;management;married;unknown;no;2457;yes;no;unknown;9;may;285;1;-1;0;unknown;no
30;blue-collar;single;primary;no;395;no;no;cellular;21;nov;429;1;-1;0;unknown;no
58;services;married;primary;no;443;no;no;telephone;6;feb;41;2;204;1;failure;no
39;management;married;tertiary;no;1373;no;no;cellular;19;aug;386;2;-1;0;unknown;no
27;student;single;secondary;no;671;yes;no;unknown;7;may;332;2;-1;0;unknown;no
28;self-employed;married;secondary;no;-228;yes;yes;cellular;7;jul;164;3;-1;0;unknown;no
50;management;married;tertiary;no;1612;no;no;cellular;15;sep;188;1;92;4;success;no
31;management;married;tertiary;no;141;yes;no;cellular;4;feb;572;2;238;7;other;yes
31;management;divorced;tertiary;no;883;yes;no;cellular;5;mar;112;2;106;1;failure;yes
47;blue-collar;married;secondary;no;863;yes;no;unknown;19;may;943;2;-1;0;unknown;yes
42;management;married;tertiary;no;4;yes;no;cellular;17;jul;795;1;-1;0;unknown;yes
28;admin.;single;secondary;no;207;yes;no;cellular;13;may;329;1;-1;0;unknown;no
34;blue-collar;single;secondary;no;-108;yes;no;unknown;28;may;290;1;-1;0;unknown;no
38;blue-collar;married;secondary;no;0;no;no;unknown;20;jun;152;5;-1;0;unknown;no
35;services;divorced;secondary;no;-504;no;no;cellular;10;jul;228;1;-1;0;unknown;no
47;technician;single;secondary;no;-239;yes;yes;cellular;7;jul;973;3;-1;0;unknown;yes
29;admin.;single;secondary;no;405;yes;no;cellular;15;may;84;1;345;1;other;no
66;management;married;unknown;no;2149;yes;no;cellular;25;feb;98;1;87;10;failure;yes
28;services;single;secondary;no;5090;yes;no;unknown;6;may;1297;3;-1;0;unknown;yes
37;services;married;secondary;no;3;yes;no;cellular;29;jul;88;6;-1;0;unknown;no
60;technician;married;secondary;no;294;no;no;telephone;3;jun;206;4;-1;0;unknown;yes
27;student;single;tertiary;no;311;no;no;cellular;28;jul;462;1;148;4;success;yes
35;technician;divorced;secondary;no;84;yes;yes;cellular;6;may;954;1;-1;0;unknown;yes
29;services;single;primary;no;339;no;no;unknown;4;jul;1576;3;-1;0;unknown;yes
24;blue-collar;married;secondary;no;-389;yes;yes;unknown;4;jun;1242;1;-1;0;unknown;yes
30;management;single;secondary;no;4642;yes;no;cellular;21;nov;528;1;-1;0;unknown;yes
46;technician;married;tertiary;no;2207;yes;no;unknown;16;may;243;3;-1;0;unknown;no
29;blue-collar;married;secondary;no;8;yes;yes;cellular;10;jul;627;1;-1;0;unknown;yes
33;management;married;tertiary;no;0;yes;no;cellular;9;mar;305;1;326;1;success;yes
34;management;married;tertiary;no;3301;yes;no;cellular;17;sep;164;5;92;6;success;yes
22;student;single;secondary;no;1522;no;no;cellular;30;oct;368;2;-1;0;unknown;yes
30;technician;married;secondary;no;436;yes;no;cellular;5;feb;138;3;206;8;other;no
31;management;single;tertiary;no;358;yes;no;cellular;30;jan;68;3;256;51;failure;no
45;technician;married;secondary;no;366;no;yes;cellular;3;feb;235;2;169;12;failure;no
51;retired;divorced;primary;no;43;no;no;cellular;24;jul;212;2;-1;0;unknown;no
57;admin.;married;secondary;no;4391;no;no;telephone;4;feb;1416;1;-1;0;unknown;yes
53;retired;married;tertiary;no;1452;no;yes;cellular;19;nov;442;2;113;3;failure;no
39;management;married;tertiary;no;5060;yes;no;cellular;20;aug;157;4;-1;0;unknown;no
32;blue-collar;single;secondary;no;3;yes;no;unknown;23;may;108;3;-1;0;unknown;no
44;entrepreneur;married;tertiary;no;121;no;no;cellular;10;aug;412;1;-1;0;unknown;yes
55;retired;married;secondary;no;1;yes;no;telephone;7;may;79;2;360;6;other;no
50;entrepreneur;married;tertiary;no;-168;yes;no;cellular;23;jul;1327;2;-1;0;unknown;yes
71;retired;divorced;secondary;no;4380;no;no;cellular;22;sep;369;1;-1;0;unknown;yes
31;admin.;single;secondary;no;4198;no;no;cellular;25;nov;234;1;-1;0;unknown;yes
37;management;married;primary;no;4721;no;no;telephone;28;jan;46;1;-1;0;unknown;no
39;technician;married;secondary;no;251;yes;no;cellular;17;jul;342;2;-1;0;unknown;yes
61;retired;married;secondary;no;2917;no;no;cellular;6;oct;215;1;-1;0;unknown;yes
34;housemaid;married;primary;no;326;no;no;cellular;8;aug;17;7;-1;0;unknown;no
34;management;single;tertiary;no;5284;yes;no;cellular;29;jul;198;5;-1;0;unknown;no
20;student;single;unknown;no;829;no;no;cellular;9;jul;253;2;-1;0;unknown;yes
58;retired;married;secondary;no;610;yes;no;unknown;6;jun;651;1;-1;0;unknown;no
43;technician;married;secondary;no;3288;yes;no;cellular;21;nov;775;3;-1;0;unknown;yes
30;technician;single;secondary;no;-208;yes;yes;unknown;13;may;108;1;-1;0;unknown;no
36;services;single;secondary;no;-253;yes;no;cellular;14;apr;1073;1;-1;0;unknown;yes
57;housemaid;married;primary;no;625;no;yes;unknown;11;jun;867;1;-1;0;unknown;yes
33;management;single;tertiary;no;3552;no;no;cellular;13;feb;158;2;85;3;failure;yes
38;entrepreneur;married;tertiary;no;0;no;no;cellular;23;jul;532;2;-1;0;unknown;yes
36;management;single;tertiary;no;678;no;yes;unknown;4;jul;85;3;-1;0;unknown;no
33;management;single;tertiary;no;935;no;no;cellular;9;feb;385;2;92;8;success;yes
42;self-employed;single;tertiary;no;1225;no;no;cellular;18;aug;104;3;-1;0;unknown;no
44;management;married;tertiary;no;423;no;no;cellular;12;mar;2330;5;-1;0;unknown;yes
76;retired;married;tertiary;no;2991;no;no;cellular;22;oct;344;1;183;1;success;yes
42;blue-collar;married;secondary;no;4;yes;yes;unknown;2;jun;229;8;-1;0;unknown;no
59;retired;married;primary;no;1115;no;no;unknown;19;jun;834;1;-1;0;unknown;yes
34;admin.;married;secondary;no;-33;yes;yes;cellular;10;jul;961;1;-1;0;unknown;yes
39;management;married;tertiary;no;0;no;no;cellular;22;aug;714;6;-1;0;unknown;no
30;management;single;tertiary;no;78;yes;no;unknown;15;may;73;2;-1;0;unknown;no
33;self-employed;married;secondary;no;409;no;no;cellular;8;sep;165;1;97;4;success;yes
46;blue-collar;married;primary;no;369;yes;no;unknown;13;may;916;2;-1;0;unknown;yes
41;entrepreneur;divorced;tertiary;yes;0;yes;no;cellular;19;nov;21;10;-1;0;unknown;no
32;management;married;tertiary;no;937;no;no;unknown;17;nov;76;1;-1;0;unknown;no
42;entrepreneur;divorced;secondary;no;335;yes;no;cellular;12;may;580;1;-1;0;unknown;yes
53;admin.;married;secondary;no;4493;no;no;cellular;8;may;286;2;168;3;failure;no
37;unemployed;single;secondary;no;2722;no;no;telephone;27;apr;426;2;179;3;other;yes
35;management;married;tertiary;no;2801;yes;no;cellular;19;nov;70;2;111;2;failure;no
78;retired;divorced;secondary;no;631;no;no;telephone;11;aug;95;1;-1;0;unknown;no
45;blue-collar;married;secondary;no;1144;yes;no;unknown;22;oct;676;1;-1;0;unknown;yes
35;student;single;unknown;no;298;yes;no;unknown;5;may;611;2;-1;0;unknown;no
37;admin.;married;secondary;no;597;no;no;cellular;2;jun;395;1;-1;0;unknown;yes
32;blue-collar;married;secondary;no;5164;no;no;cellular;21;nov;253;1;-1;0;unknown;no
73;retired;married;primary;no;796;no;no;cellular;23;apr;888;1;182;3;success;yes
46;technician;married;secondary;no;9299;no;no;cellular;19;jul;1148;1;276;2;other;yes
55;blue-collar;married;primary;no;835;yes;no;unknown;16;jun;40;18;-1;0;unknown;no
53;blue-collar;married;secondary;no;1140;yes;no;unknown;15;may;241;32;-1;0;unknown;no
79;retired;divorced;secondary;no;631;no;no;telephone;8;feb;105;2;181;1;failure;no
26;services;single;secondary;no;-72;yes;no;unknown;30;jun;82;9;-1;0;unknown;no
55;technician;married;tertiary;no;639;yes;no;telephone;13;may;992;5;370;3;other;no
30;management;single;tertiary;no;2592;no;no;cellular;19;nov;50;1;-1;0;unknown;no
30;admin.;single;tertiary;no;311;no;no;cellular;31;mar;158;2;-1;0;unknown;yes
35;unemployed;single;tertiary;no;4959;no;no;cellular;29;jan;91;2;-1;0;unknown;no
34;services;single;secondary;no;215;no;no;cellular;28;jul;56;5;-1;0;unknown;no
